"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"42/000286";"Hostal";"2ª - 2 Estrellas";"";"CASONA DE LA MESTA";"CAMINO DE CANOS, 1";"42180";"Soria";"Almajano";"ALMAJANO";"ALMAJANO";"975052907";"699430500";"";"jasanz@aula21sl.com";"";"";"";"11";"";"";"Si";
"24/000511";"Hostal";"2ª - 2 Estrellas";"";"EL ALMENDRO DE MARIA";"C/REAL, 56";"24490";"León";"Ponferrada";"COLUMBRIANOS";"COLUMBRIANOS";"987411932";"633481100";"";"crelalmendro@gmail.com";"www.elalmendrodemaria.com";"";"";"14";"";"";"";
"37/000384";"Hotel";"4ª - 4 Estrellas";"";"GRAN HOTEL CORONA SOL";"Calle C/ VICTOR GARCIA DE LA CONCHA, S/N";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923281616";"";"";"recepcion@granhotelcoronasol.com";"www.granhotelcoronasol.com";"";"";"399";"";"";"Si";
"09/000404";"Pensión";"Categoría única";"";"PALACETE";"Calle CL/DEL RÍO,1";"09410";"Burgos";"Peñaranda de Duero";"PEÑARANDA DE DUERO";"PEÑARANDA DE DUERO";"947552078";"655819016";"";"alojamientospalacete@hotmail.com";"www.alojamientospalacete.com";"";"";"9";"-3,479306";"41,687927";"";
"47/000265";"Hostal";"2ª - 2 Estrellas";"";"DOÑA ALICIA";"C/ NUEVA DEL CUARTEL, Nº 20";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"983810331";"";"";"";"";"";"";"16";"";"";"Si";
"40/000206";"Pensión";"Categoría única";"";"EL CONVENTO DE AYLLON";"C/ EL PARRAL, S/N";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"670393533";"947471962";"";"reserva@elconventodeayllon.com";"www.elconventodeayllon.com";"";"";"31";"";"";"";
"09/000407";"Hotel";"2ª - 2 Estrellas";"";"EL BALCÓN DE MONTIJA";"Calle El Crucero de Montija 2";"09569";"Burgos";"Merindad de Montija";"LOMA DE MONTIJA";"LOMA DE MONTIJA";"947140202";"605969172";"";"elbalcondemontija@hotmail.com";"";"";"";"23";"";"";"";
"42/000287";"Hostal";"2ª - 2 Estrellas";"";"AINOA";"REAL, 2";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"975343523";"";"";"";"";"";"";"7";"";"";"";
"47/000266";"Hostal";"2ª - 2 Estrellas";"";"CAMPESTRE";"RONDA DEL SAUCE, Nº 26";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"POLIGONO IND. LA MORA";"983403212";"";"";"";"www.hostalcampestre.es";"";"";"32";"";"";"Si";
"40/000207";"Hostal";"2ª - 2 Estrellas";"";"VALDECARROS";"C/ VALDECARROS, 20";"40355";"Segovia";"Fuentesaúco de Fuentidueña";"FUENTESAUCO DE FUENTIDUEÑA";"FUENTESAUCO DE FUENTIDUEÑA";"679330304";"917112248";"";"campauto@hotmail.com";"";"";"";"27";"";"";"Si";
"40/000208";"Hotel";"2ª - 2 Estrellas";"";"CASTILLO DE CASTILNOVO";"Carretera  SG-205, KM. 15";"40318";"Segovia";"Condado de Castilnovo";"VILLAFRANCA";"VILLAFRANCA";"665869951";"";"";"";"";"";"";"38";"";"";"";
"24/000514";"Hotel";"2ª - 2 Estrellas";"";"MORREDERO";"Calle REAL 3";"24414";"León";"Ponferrada";"SAN CRISTOBAL DE VALDUEZA";"SAN CRISTOBAL DE VALDUEZA";"682453649";"";"";"info@hotelmorredero.es";"";"";"";"24";"";"";"";
"09/000408";"Pensión";"Categoría única";"";"EL CAMINANTE";"Calle MAYOR 36";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"947580231";"652995444";"";"g.caminante@hotmail.com";"";"";"";"10";"";"";"";
"09/000409";"Hotel";"3ª - 3 Estrellas";"";"CERES";"Calle Hospital 6";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947177070";"";"";"";"";"";"";"43";"-3,755853";"42,024825";"Si";
"24/000516";"Pensión";"Categoría única";"";"HOSPEDERÍA MANUELA";"Calle MAYOR 1";"24150";"León";"Santa Colomba de Curueño";"BARRIO DE NUESTRA SEÑORA";"BARRIO DE NUESTRA SEÑORA";"987342604";"";"";"";"";"";"";"22";"-5,377654";"42,70786";"";
"47/000267";"Hotel Apartamento";"4ª - 4 Estrellas";"";"NEXUS VALLADOLID SUITES HOTEL";"Calle C/ SOLANILLA, Nº 13";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983213756";"";"";"";"www.nexuslaantiguavalladolid.es";"";"";"54";"";"";"Si";
"34/000185";"Hostal";"2ª - 2 Estrellas";"";"HOSTAL MORATINOS";"Calle REAL 12";"34349";"Palencia";"Moratinos";"MORATINOS";"MORATINOS";"665755208";"638222720";"";"giuly.12.12.1963@gmail.com";"";"";"";"10";"";"";"";
"24/000517";"Hostal";"1ª - 1 Estrella";"";"EL BAYO";"Calle C/CACHON, S/N.";"24492";"León";"Cubillos del Sil";"CUBILLOS DEL SIL";"CUBILLOS DEL SIL";"987458254";"";"";"";"";"";"";"42";"-6,591281";"42,617513";"Si";
"49/000206";"Hostal";"1ª - 1 Estrella";"";"TRIBAL";"Calle Matadero 3";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620708";"634825625";"";"complejolamajada@gmail.com";"www.hostaltribal.com";"";"";"14";"-6,634029";"42,052362";"Si";
"24/000518";"Hostal";"1ª - 1 Estrella";"";"CTR FULGUERA";"Travesía LA RAMPLA 3";"24439";"León";"Vega de Espinareda";"ESPINO (EL)";"ESPINO (EL)";"987564714";"615896735";"";"hlacuesta@hotmail.com";"";"";"";"12";"";"";"Si";
"24/000519";"Hotel Apartamento";"2ª - 2 Estrellas";"";"PIEDRASECHA";"AV. DESFILADERO, 1";"24123";"León";"Carrocera";"PIEDRASECHA";"PIEDRASECHA";"987581015";"";"";"";"";"";"";"10";"";"";"";
"37/000385";"Hostal Residencia";"2ª - 2 Estrellas";"";"CAMPERO";"CTRA. PIEDRAHITA, 4";"37860";"Salamanca";"Horcajo Medianero";"HORCAJO-MEDIANERO";"HORCAJO-MEDIANERO";"923151406";"";"";"";"";"";"";"30";"";"";"";
"24/000522";"Pensión";"Categoría única";"";"CASA FEDERICO";"Calle REAL S/N";"24855";"León";"Puebla de Lillo";"ISOBA";"ISOBA";"987731079";"";"";"";"";"";"";"13";"-5,326157";"43,055741";"";
"24/000523";"Hotel";"4ª - 4 Estrellas";"";"SPA CIUDAD DE ASTORGA BY PORTBLUE BOUTIQUE";"Calle LOS SITIOS, 7";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987603001";"639353720";"";"reservas@hotelciudaddeastorga.com";"www.hotelciudaddeastorga.com";"";"";"63";"";"";"Si";
"40/000210";"Hostal Residencia";"1ª - 1 Estrella";"";"SEGOVIA";"Calle  SAN FRANCISCO, 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"657281486";"";"";"";"";"";"";"10";"";"";"";
"24/000525";"Hotel";"2ª - 2 Estrellas";"";"RINCON DEL CONDE";"Calle CONDE REBOLLEDO 11";"24003";"León";"León";"LEON";"LEON";"682469361";"";"";"leon@grupogescaho.com";"";"";"";"26";"";"";"";
"40/000211";"Hotel";"4ª - 4 Estrellas";"";"AYLLON";"Plaza MAYOR 7";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"921553628";"";"";"info@hotelayllon.es";"www.hotelayllon.es";"";"";"33";"";"";"";
"09/000412";"Hotel";"1ª - 1 estrella";"";"REDECILLA DEL CAMINO";"Calle Mayor, 12";"09259";"Burgos";"Redecilla del Camino";"REDECILLA DEL CAMINO";"REDECILLA DEL CAMINO";"947585256";"617143329";"";"info@hotelredecilladelcamino.com";"";"";"";"14";"-3,06515";"42,43816";"Si";
"40/000212";"Hotel Apartamento";"2ª - 2 Estrellas";"";"EL NOGAL";"Calle PRADO DE LA MANCHA 3";"40154";"Segovia";"Segovia";"MADRONA";"MADRONA";"921485347";"675254422";"";"elnogalmadrona@gmail.com";"www.elnogaldemadrona.es";"";"";"12";"";"";"Si";
"09/000413";"Hostal Residencia";"2ª - 2 Estrellas";"";"RIMBOMBÍN";"Calle SOMBRERERÍA 6";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947261200";"639889987";"";"info@rimbombin.com";"";"";"";"17";"";"";"Si";
"24/000526";"Hostal";"2ª - 2 Estrellas";"";"LA ENCINA";"Calle COMENDADOR, 4";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409632";"";"";"info@hostallaencina.com";"";"";"";"24";"";"";"";
"24/000527";"Pensión";"Categoría única";"";"LA CASA DEL HUEVO";"C/ REAL, 10";"24141";"León";"Cabrillanes";"MEROY";"MEROY";"987488412";"";"";"";"";"";"";"10";"";"";"";
"42/000290";"Hostal";"2ª - 2 Estrellas";"";"LA DEHESA DE OSMA";"REAL , 92";"42318";"Soria";"Burgo de Osma-Ciudad de Osma";"OSMA";"OSMA";"975341818";"";"";"info@ladehesadeosma.es";"www.ladehesadeosma.es";"";"";"24";"";"";"";
"40/000213";"Hostal";"1ª - 1 Estrella";"";"BUENOS AIRES";"Carretera  MADRID-CORUÑA, KM 84";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"665381624";"";"";"";"";"";"";"14";"";"";"";
"47/000268";"Hotel";"3ª - 3 Estrellas";"";"SELECTOS CASA LOLA";"C/ SANTÍSIMO CRISTO, Nº 128";"47490";"Valladolid";"Rueda";"RUEDA";"RUEDA";"983868023";"658965218";"";"rueda@ruedacasalola.com";"";"";"";"13";"";"";"Si";
"24/000528";"Hostal";"2ª - 2 Estrellas";"";"LOS OTEROS";"Calle C/ LAS ERAS, 7";"24209";"León";"Pajares de los Oteros";"PAJARES DE LOS OTEROS";"PAJARES DE LOS OTEROS";"987753057";"";"";"";"";"";"";"15";"";"";"";
"42/000292";"Hotel Residencia";"3ª - 3 Estrellas";"";"HVM MEDINASALIM";"Calle BARRANCO, 15";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"975326974";"65001584";"";"medinaceli2000@gmail.com";"www.medinasalim.com";"";"";"19";"";"";"Si";
"37/000386";"Hotel";"1ª - 1 estrella";"";"LAZARILLO DE TORMES";"Calle PROSPERIDAD 24";"37748";"Salamanca";"Puente del Congosto";"PUENTE DEL CONGOSTO";"PUENTE DEL CONGOSTO";"699116316";"";"";"";"";"";"";"12";"";"";"Si";
"37/000387";"Hostal Residencia";"2ª - 2 Estrellas";"";"SANTEL SAN MARCOS";"PLAZA SAN MARCOS, 7";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923269523";"609787550";"";"reservas@santelsanmarcos.com";"www.santelsanmarcos.com";"";"";"32";"";"";"Si";
"24/000529";"Hostal Residencia";"1ª - 1 Estrella";"";"EL JARDIN DE VIKERA";"Calle C/ VIKERA, 6";"24491";"León";"Ponferrada";"SAN ANDRES DE MONTEJOS";"SAN ANDRES DE MONTEJOS";"987057887";"675603771";"";"info@eljardindevikera.com";"";"";"";"12";"-6,611475";"42,598302";"";
"09/000415";"Pensión";"Categoría única";"";"BAR Y PENSION IVIS";"Calle MAYOR 52";"09257";"Burgos";"Villafranca Montes de Oca";"VILLAFRANCA MONTES DE OCA";"VILLAFRANCA MONTES DE OCA";"722810104";"";"";"morales12022013@gmail.com";"";"";"";"17";"-3,309008";"42,3864";"";
"42/000294";"Hostal";"1ª - 1 Estrella";"";"HOSTAL CABALLEROS";"Calle CABALLEROS 25";"42004";"Soria";"Soria";"SORIA";"SORIA";"608834077";"609876640";"";"";"";"";"";"7";"";"";"";
"09/000416";"Hostal";"1ª - 1 Estrella";"";"CASA LENCES DE BUREBA";"Plaza Corta 1";"09592";"Burgos";"Poza de la Sal";"LENCES DE BUREBA";"LENCES DE BUREBA";"630535179";"630535179";"";"cadonamarin@gmail.com";"";"";"";"8";"-3,491695";"42,631769";"Si";
"24/000530";"Hostal Residencia";"2ª - 2 Estrellas";"";"LE PETIT LEON";"Calle EL POZO 2";"24003";"León";"León";"LEON";"LEON";"987214269";"";"";"";"";"";"";"21";"";"";"Si";
"42/000296";"Hostal";"2ª - 2 Estrellas";"";"RINCON DEL NAZARENO";"Calle CUESTA SANTIAGO, 3";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300949";"";"";"reservas@elrincondelnazareno.com";"www.rincondelnazareno.es";"";"";"22";"";"";"Si";
"47/000271";"Hostal";"1ª - 1 Estrella";"";"EL VIEJO PORTAZGO";"PLAZA MAYOR, Nº 28 BAJO";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"983403640";"";"";"el_viejoportazgo@hotmail.com";"www.elviejoportazgo.com";"";"";"13";"-4,686244";"41,611752";"";
"09/000417";"Hostal";"2ª - 2 Estrellas";"";"EL PEREGRINO";"CTRA/VALLADOLID, KM.30";"09230";"Burgos";"Estépar";"ESTEPAR";"ESTEPAR";"947411366";"";"";"";"";"";"";"29";"";"";"";
"09/000418";"Hotel";"2ª - 2 Estrellas";"";"ROMANCA";"Calle CL/SAN ISIDRO, 41";"09513";"Burgos";"Medina de Pomar";"POMAR";"POMAR";"947192094";"";"";"romancahotelrestaurante@hotmail.es";"www.romanca.es";"";"";"12";"-3,477871";"42,940694";"Si";
"24/000532";"Pensión";"Categoría única";"";"SANDOVAL";"Calle HOSPICIO 11  2";"24003";"León";"León";"LEON";"LEON";"987236412";"";"";"sandoval@gaiarooms.com";"www.gaiarooms.com";"";"";"16";"";"";"";
"09/000419";"Hostal";"2ª - 2 Estrellas";"";"BEZANA";"CL/PUENTE GASSET,4-4º Dcha.";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947-205916";"670870002";"";"reservas@hostalbezana.es";"www.hostalbezana.es";"";"";"10";"-3,694779";"42,341852";"";
"24/000534";"Hostal";"1ª - 1 Estrella";"";"BICIS & VACAS";"Calle CAPITÁN LOZANO 37";"24600";"León";"Pola de Gordón (La)";"POLA DE GORDON (LA)";"POLA DE GORDON (LA)";"696274166";"";"";"bicisyvacas@gmail.com";"";"";"";"20";"";"";"";
"24/000535";"Hostal Residencia";"1ª - 1 Estrella";"";"CAMINITO";"Calle MEDIODÍA 1";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987642741";"";"";"";"";"";"";"14";"";"";"Si";
"09/000420";"Hostal";"2ª - 2 Estrellas";"";"LA MURALLA";"Calle Ronda, 69";"09530";"Burgos";"Oña";"OÑA";"OÑA";"947300073";"";"";"hotel-lamuralla@hotmail.es";"";"";"";"12";"-3,412961";"42,735442";"Si";
"09/000421";"Hostal Residencia";"1ª - 1 Estrella";"";"AVERROES";"CL/AVERROES,6 BJ";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947-002288";"947237344";"686750485";"migansamu@hotmail.com";"www.hostalaverroes.com";"";"";"19";"-3,676489";"42,355615";"Si";
"24/000536";"Hostal";"1ª - 1 Estrella";"";"CASACANDANA";"Calle C/ DAMA ARINTERO, 84";"24848";"León";"Vecilla (La)";"CANDANA DE CURUEÑO (LA)";"CANDANA DE CURUEÑO (LA)";"987741108";"670792012";"";"casacandana@yahoo.es";"www.casacandana.com";"";"";"10";"-5,410022";"42,824891";"";
"49/000213";"Pensión";"Categoría única";"";"EL CHIVITEIRO";"Calle C/ Ladrio, s/n";"49361";"Zamora";"Galende";"SAN MARTIN DE CASTAÑEDA";"SAN MARTIN DE CASTAÑEDA";"980622041";"";"";"";"";"";"";"6";"-6,720706";"42,136232";"";
"09/000423";"Pensión";"Categoría única";"";"LA PENSIÓN DEL CAMINO";"CL/SAN JUAN,23-1º";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"696495237";"696495200";"";"lapensiondelcamino@lapensiondelcamino.com";"www.lapensiondelcamino.com";"";"";"14";"";"";"";
"09/000424";"Hostal";"1ª - 1 Estrella";"";"LA TABERNA GRANDE";"CL/SAN JUAN, 25-27";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947333358";"619711447";"";"alberto@latabernagrande.es";"www.latabernagrande.es";"";"";"36";"-2,953038";"42,684251";"";
"09/000425";"Hotel";"3ª - 3 Estrellas";"";"BODEGAS TRASLASCUESTAS";"Carretera CTRA/PEDROSA-MAMBRILLA, S/N";"09317";"Burgos";"Pedrosa de Duero";"VALCABADO DE ROA";"VALCABADO DE ROA";"947542851";"";"";"hotel@bodegastraslascuestas.com";"www.bodegastraslascuestas.com";"";"";"20";"-3,986455";"41,684173";"Si";
"24/000537";"Hostal Residencia";"1ª - 1 Estrella";"";"PICO AGUJAS";"Calle ESTACION INVERNAL DE SAN ISIDRO";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"607555573";"672384635";"";"";"";"";"";"51";"-5,376911";"43,063204";"";
"47/000273";"Hostal Residencia";"2ª - 2 Estrellas";"";"PUERTA VILLA";"C/ LA SILERA, Nº 4";"47820";"Valladolid";"Villabrágima";"VILLABRAGIMA";"VILLABRAGIMA";"651915508";"";"";"eloyvilla60@hotmail.com";"";"";"";"15";"";"";"Si";
"40/000214";"Hostal Residencia";"1ª - 1 Estrella";"";"ARALSO";"Calle SANTA ISABEL, 21";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444816";"625368906";"";"INFO@APARTAMENTOSARALSO.COM";"WWW.APARTAMENTOSARALSO.COM";"";"";"7";"-4,113772";"40,944151";"";
"49/000214";"Pensión";"Categoría única";"";"EL ABUELO";"Calle Barco 2";"49211";"Zamora";"Carbellino";"CARBELLINO";"CARBELLINO";"980615731";"628558986";"";"edumartintoribio@hotmail.es";"";"";"";"4";"-6,149029";"41,230127";"";
"40/000215";"Hotel";"3ª - 3 Estrellas";"";"PALACIO DE ESQUILEO";"Calle RIAZA (AUTOVIA DEL NORTE, SALIDA 107) 57";"40593";"Segovia";"Castillejo de Mesleón";"SOTO DE SEPULVEDA";"SOTO DE SEPULVEDA";"921125512";"";"";"info@palaciodeesquileo.es";"www.palaciodeesquileo.es";"";"";"38";"";"";"Si";
"40/000216";"Hostal Residencia";"1ª - 1 Estrella";"";"CASA DE LA MONEDA";"Calle LA MONEDA 3";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921475142";"692101222";"";"RESTAURANTE@ELINGENIOCHCO.COM";"www.elingeniochico.com";"";"";"7";"";"";"Si";
"24/000538";"Hostal";"1ª - 1 Estrella";"";"EL SILO";"Avenida AV DEL ORBIGO, 33";"24240";"León";"Santa María del Páramo";"SANTA MARIA DEL PARAMO";"SANTA MARIA DEL PARAMO";"620336904";"";"";"";"";"";"";"13";"-5,752791";"42,358453";"";
"24/000539";"Hostal";"1ª - 1 Estrella";"";"HOSTAL SAHAGÚN";"Calle EL ARCO 66";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"624072838";"";"";"HOSTALSAHAGUN@HOTMAIL.COM";"";"";"";"12";"";"";"";
"47/000274";"Hotel";"3ª - 3 Estrellas";"";"VALCARCE VALLADOLID";"Carretera CARRETERA A-6, KM. 147";"47493";"Valladolid";"San Vicente del Palacio";"SAN VICENTE DEL PALACIO";"SAN VICENTE DEL PALACIO";"983481015";"";"";"sanvicente@grupovalcarce.com";"";"";"";"55";"-4,84198";"41,222722";"Si";
"09/000426";"Hotel Residencia";"3ª - 3 Estrellas";"";"LA POSADA DE CASTROJERIZ";"CL/LANDELINO TARDAJOS,3";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"947378610";"676462668";"";"info@laposadadecastrojeriz.es";"www.laposadadecastrojeriz.es";"";"";"40";"";"";"Si";
"37/000392";"Hostal Residencia";"2ª - 2 Estrellas";"";"BATUECAS, HOSTAL RESIDENCIA";"C/ RICHARD TWISS, 5";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923207504";"605348830";"";"info@residenciabatuecas.com";"www.residenciabatuecas.com";"";"";"22";"-5,68715";"40,963274";"";
"09/000427";"Hotel Residencia";"3ª - 3 Estrellas";"";"FORUM EVOLUCIÓN";"Calle CL/SANTA CLARA,8";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947256032";"";"";"info@hotelforumevolucion.com";"www.hotelforumevolucion.com";"";"";"36";"";"";"Si";
"40/000218";"Hostal";"2ª - 2 Estrellas";"";"GOLFCICONIACICONIA";"C/ POZONES, Nº 11";"40230";"Segovia";"Cuéllar";"DEHESA MAYOR";"DEHESA MAYOR";"638937465";"";"";"peoniavictor@yahoo.es";"";"";"";"11";"";"";"";
"24/000540";"Pensión";"Categoría única";"";"CASA MORROSCO";"Calle MANUEL FRAGA IRIBARNE, 17";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"635807060";"655469017";"";"";"";"";"";"8";"-6,521465";"42,538743";"Si";
"40/000219";"Hostal";"1ª - 1 Estrella";"";"DECERCA";"Calle SAN ROQUE 40";"40164";"Segovia";"Prádena";"PRADENA";"PRADENA";"628532207";"";"";"COMPLEJOLACERCA@GMAIL.COM";"";"";"";"19";"";"";"Si";
"24/000541";"Hostal Residencia";"2ª - 2 Estrellas";"";"NIRVANA";"Calle C/ LAGO CARUCEDO, 12";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987410761";"";"";"";"";"";"";"40";"-6,598486";"42,551532";"";
"09/000428";"Hotel Residencia";"2ª - 2 Estrellas";"";"VIENTO NORTE";"Calle Doctor Aurelio Alemán 1  bajo";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205134";"649177344";"";"info@monjesmagnoshotel.com";"www.monjesmagnos.com";"";"";"13";"";"";"Si";
"42/000300";"Hotel";"3ª - 3 Estrellas";"";"APOLONIA";"Calle PUERTAS DE PRO 5";"42002";"Soria";"Soria";"SORIA";"SORIA";"975239056";"665585360";"";"apoloniabar@gmail.com";"www.hotelapoloniasoria.com";"";"";"34";"";"";"Si";
"42/000301";"Hotel";"3ª - 3 Estrellas";"";"LAS CASAS DE PANDREULA";"SAN ANDRES, 9";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"975368491";"638759106";"";"akhdaroliva@hotmail.com";"";"";"";"29";"";"";"Si";
"42/000302";"Hotel";"2ª - 2 Estrellas";"";"RIBERA DE LANGA";"REAL, 52";"42320";"Soria";"Langa de Duero";"LANGA DE DUERO";"LANGA DE DUERO";"975353377";"";"";"";"";"";"";"22";"";"";"Si";
"09/000431";"Hostal";"1ª - 1 Estrella";"";"EL ENEBRAL";"Calle CL/SAN ROQUE, 6";"09610";"Burgos";"Santo Domingo de Silos";"HORTEZUELOS";"HORTEZUELOS";"652454605";"";"";"";"";"";"";"14";"-3,452715";"41,932968";"Si";
"24/000542";"Hostal";"2ª - 2 Estrellas";"";"LA CUNA DEL SELLA";"Calle  CARRETERA, 51";"24916";"León";"Oseja de Sajambre";"OSEJA DE SAJAMBRE";"OSEJA DE SAJAMBRE";"618516341";"";"";"";"";"";"";"12";"-5,03858";"43,137185";"";
"09/000432";"Hotel";"4ª - 4 Estrellas";"";"EL LAGAR DE ISILLA";"Calle CL/CAMINO REAL, 1";"09471";"Burgos";"Vid y Barrios (La)";"VID (LA)";"VID (LA)";"947530434";"626848164";"";"hotel@lagarisilla.es";"www.lagarisilla.es";"";"";"42";"-3,488916";"41,629783";"Si";
"24/000543";"Hostal Residencia";"2ª - 2 Estrellas";"";"TRES CAMPANAS";"Avenida AV PARADASECA, 27";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540615";"";"";"info@hostaltrescampanas.com";"";"";"";"8";"-6,803427";"42,610928";"";
"24/000547";"Hostal";"1ª - 1 Estrella";"";"THE WAY HOSTAL";"Calle PALACIO 10";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"683405310";"683405310";"";"raimondsslotins@gmail.com";"";"";"";"6";"";"";"";
"09/000433";"Hotel";"4ª - 4 Estrellas";"";"CIUDAD DE MIRANDA";"CL/LA ESTACIÓN, 80";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947-347636";"";"";"administracion@hotelciudaddemiranda.com";"www.hotelciudaddemiranda.com";"";"";"87";"";"";"Si";
"24/000548";"Hostal Residencia";"2ª - 2 Estrellas";"";"CAMYNOS";"Carretera CR ANTIGUA NACIONAL VI, 43";"24524";"León";"Vega de Valcarce";"AMBASMESTAS";"AMBASMESTAS";"609381412";"";"";"camynos@gmail.com";"www.camynos.es";"";"";"6";"-6,926664";"42,663701";"";
"42/000303";"Pensión";"Categoría única";"";"HERRADORES";"Plaza RAMON BENITO ACEÑA 2  1º DCHA";"42002";"Soria";"Soria";"SORIA";"SORIA";"692393182";"692393182";"";"info@pensionherradores.com";"www.pensionherradores.com";"";"";"10";"";"";"";
"40/000220";"Hotel Residencia";"3ª - 3 Estrellas";"";"FINCA LASMARGAS";"Carretera -4,178177";"40154";"Segovia";"Segovia";"MADRONA";"MADRONA";"921062048";"615475377";"";"fincalasmargas@gmail.com";"www.fincalasmargas.com";"";"";"25";"-4,178177";"40,88576";"";
"42/000304";"Hostal";"1ª - 1 Estrella";"";"LA TABLADA";"Calle REAL 11";"42149";"Soria";"Navaleno";"NAVALENO";"NAVALENO";"975374192";"";"";"";"";"";"";"26";"";"";"";
"37/000393";"Hotel";"3ª - 3 Estrellas";"";"RESOTEL";"Paseo DE LAS DELICIAS 27-41";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"923287739";"649414324";"";"jcgresotel@gmail.com";"www.resotel.es";"";"";"22";"-5,6571065";"40,9972273";"Si";
"42/000305";"Hostal Residencia";"2ª - 2 Estrellas";"";"PICO DE LOS HACES";"Calle REAL 36";"42153";"Soria";"Garray";"SANTERVAS DE LA SIERRA";"SANTERVAS DE LA SIERRA";"975187769";"";"";"hrpicodeloshaces@gmail.com";"www.picodeloshaces.es";"";"";"15";"";"";"Si";
"24/000550";"Pensión";"Categoría única";"";"THE PILGRIM STONE";"Calle REAL 7";"24722";"León";"Santa Colomba de Somoza";"RABANAL DEL CAMINO";"RABANAL DEL CAMINO";"654824876";"987631700";"";"BLOGMARIBELIA@GMAIL.COM";"";"";"";"6";"";"";"";
"40/000221";"Pensión";"Categoría única";"";"HOSPEDAJE LA JUDERÍA";"C/ ALMUZARA, Nº 1";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"629327876";"921461114";"";"info@hospedajelajuderia.es // miguel@hospedajelajuderia.es";"";"";"";"10";"";"";"Si";
"24/000551";"Pensión";"Categoría única";"";"LA REGENTA PENSION";"PLAZA SAN PEDRO , S/N";"24235";"León";"Villaquejida";"VILLAQUEJIDA";"VILLAQUEJIDA";"987774222";"636848176";"";"EUGENICN@HOTMAIL.COM";"";"";"";"8";"";"";"";
"37/000394";"Hostal";"1ª - 1 Estrella";"";"CENTRO ATILANO COCO";"PASEO DE LOS OLIVOS, 40-42";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923120154";"609876973";"";"secretario@anglicano.org";"www.atilanococo.4t.com";"";"";"51";"-5,656459";"40,979081";"Si";
